id,director
5594,Surya
5595,Ranjit M Tewari
5596,Sunil Bandyopadhyay
5597,Daeil Kim
5598,Oliver Frohnauer
5599,George Tillman Jr.
5600,Taylor Wong
5601,Mark Jones
5602,Greg A. Sager
5603,Jake Jalbert
5604,CHRIS RODLEY
5605,Tom Shadyac
5606,Micaela Wittman
5607,Arthur De Larroche
5608,Presley Paras
5609,Joe Cornish
5610,Angie Black
5611,Mark Blumberg
5612,Jesús Enrique López Vargas
5613,Athziri Morales
5614,Brandon Ray Alba
5615,Bruno Mattei
5616,Taliaferro J. Alexander
5617,Kim Jin-min
5618,Ally Walker
5619,Morris D. Small
5620,Donna McRae
5621,Michael Vale
5622,Dean Parisot
5623,Vijay Krishnaraj
5624,Norman Krasna
5625,Mustapha Khan
5626,Akim Macauley
5627,David Glossberg
5628,Balu Chandrashekar
5629,R. D. Narayanamurthy
5630,Siju Jawahar
5631,Sakhil Raveendran
5632,Max Strand
5633,Victor Marin
5634,Andy Baybutt
5635,Larry Yang
5636,Gideon P. SaRa
5637,Dominga Sotomayor
5638,Vincenzo Labella
5639,Danny DeVito
5640,Ranjith Sankar
5641,Denis Kryuchkov
5642,Eddie Romero
5643,Paul Kulak
5644,Derek Brown
5645,Franklin J. Schaffner
5646,Justin Wilder Neese
5647,Hugo Cardozo
5648,Lewis Seiler
5649,Iain Carson
5650,Justin Galindo
5651,Kari Skogland
5652,Jenny Popplewell
5653,Arthur Wong
5654,Brandy Yuen
5655,Eoin Macken
5656,Shane Kuhn
5657,Brendan Cowles
5658,NARRA SIVANAGU
5659,Morgan J. Freeman
5660,Stephen Norrington
5661,Raoul Martinez
5662,Joshua van Praag
5663,Eros Puglielli
5664,Zachary Kerschberg
5665,Patrick Pineda
5666,Alison McDonald
5667,Joan Grossman
5668,Paul Rosdy
5669,Robert Marcarelli
5670,Michael K. La Chiana
5671,Phil Stein
5672,Nathan Juran
5673,Arisil Moorthy
5674,Ameer
5675,Ivy Ho
5676,Sarah Adina Smith
5677,Giles Alderson
5678,Sonia Nassery Cole
5679,Will Bigham
5680,Richard Roxburgh
5681,Juan Piquer Simon
5682,Dennis Dortch
5683,Kar Lok Chin
5684,Robert Quinn
5685,Ka-Wai Kam
5686,Matt Tauber
5687,Ian Iqbal Rashid
5688,Christoph Würzburger
5689,Russ Parr
5690,Damon Santostefano
5691,Andrew Loveday
5692,Banner venu films
5693,Tony Jaa
5694,Panna Rittikrai
5695,Prachya Pinkaew
5696,Fei Xing
5697,Dan Stone
5698,Joseph Losey
5699,Dzhanik Fayziev
5700,Stephen Metcalfe
5701,Jim Hemphill
5702,Sesh Karthikeya
5703,D. James Newton
5704,Takashi Hirajô
5705,Wych Kaosayananda
5706,Ashley Wilson
5707,Malcolm Clarke
5708,Rachel Tucker
5709,Nick Lawrence
5710,Shailendra Singh
5711,K. S. Ravikumar
5712,Iqbal Durrani
5713,Giulio Petroni
5714,Robert Greenwald
5715,Durga P S
5716,Gandhi Manivasagam
5717,Tyler Savage
5718,Prakash Mehra
5719,Kenya Moore
5720,George Montgomery
5721,Barbara Wong
5722,Suresh Krishna
5723,St. Joseph Nwanze
5724,Michael Schroeder
5725,Matt Hartley
5726,David Burton Morris
5727,Richard J. Perry
5728,James Lemmo
5729,Tatsuya Ishihara
5730,Charles Robert Carner
5731,Pablo Ferro
5732,Anand Menon
5733,D.J. Viola
5734,Milton Moses Ginsberg
5735,Francis Ford Coppola
5736,Alan Gibson
5737,Ray Kellogg
5738,Knox Hughes
5739,Joseph Green
5740,Tom Graeff
5741,Stephen Chiodo
5742,Nicholas Webster
5743,George A. Romero
5744,Harold P. Warren
5745,Jim Kunz
5746,Mel Welles
5747,Vittorio Cottafavi
5748,Arch Hall Sr.
5749,S.F. Brownrigg
5750,Bernard L. Kowalski
5751,William A Graham
5752,Chris Carson Emmons
5753,Catalina Molina
5754,Mark Benjamin
5755,Marc Levin
5756,Zaza Urushadze
5757,Neil Diamond
5758,Antoneta Kastrati
5759,Eva Spreitzhofer
5760,Paul Barbeau
5761,Tasha Hubbard
5762,Zoe Jones
5763,Andrew Damon Henriques
5764,Jang Chang-won
5765,Valerio Zanoli
5766,Stefano Vanzina
5767,Kris Kertenian
5768,Boyapati Srinu
5769,Brian Connors
5770,Florenc Papas
5771,Marquise Lepage
5772,Joanna Bowzer
5773,Tim Gagliardo
5774,Barry Pollack
5775,Tim Russ
5776,Shae-Lee Shakleford
5777,Ryan Silva
5778,Sarah Harper
5779,Aaron Stephenson
5780,Bobby Lacer
5781,Christine Welsh
5782,Eddie Izzard
5783,Randy Kent
5784,Arvi
5785,Nizam Razak
5786,Shaina Feinberg
5787,Brian Farmer
5788,Stuart Paul
5789,Sumit Das
5790,Lewis Leslie
5791,Ben DeJesus
5792,Collin Schiffli
5793,Andreas Goldstein
5794,Jakobine Motz
5795,Carl Gurevich
5796,Ruben Preuss
5797,Evan Meszaros
5798,Nigina Sayfullaeva
5799,Shakti Chidambaram
5800,K. Selva Bharathy
5801,Boaz Yakin
5802,Devon Bray
5803,Roland Emmerich
5804,John Beuchler
5805,Jules Dassin
5806,Gene Reynolds
5807,Matthijs van Heijningen
5808,Brandon Bergin
5809,Alan Yuen
5810,Ameir White
5811,Anthony Melton
5812,Ben Franklin
5813,Fruit Chan
5814,John Pozer
5815,Wes Anderson
5816,Bradley Battersby
5817,Takashi Shimizu
5818,Leste Chan
5819,Wolfgang Murnberger
5820,John Stainton
5821,Jacques Tourneur
5822,Ed Hunt
5823,Winston Azzopardi
5824,Victoria Wood
5825,Dean Tucker
5826,Pierre Morel
5827,Hayley MacFarlane
5828,Martina Saková
5829,Paul Maslansky
5830,Will MacKenzie
5831,Giovanni Grimaldi
5832,Jeff Lieberman
5833,Michael A. Simpson
5834,Guido Brignone
5835,Gordon Hessler
5836,Michael Winner
5837,Sheng Ding
5838,John Eng
5839,Norton Virgien
5840,Ralph Hemecker
5841,Marcus Lenz
5842,Paul W.S. Anderson
5843,Branden Kramer
5844,Adam Larson Broder
5845,Tony R. Abrams
5846,Brian Targett
5847,Jacques Kluger
5848,Philip Koch
5849,Nitish Bhardwaj
5850,Kapil Batra
5851,Masaya Kato
5852,Jeffrey Brown
5853,Eugene Levy
5854,Robert Mickelson
5855,Christopher Auchter
5856,Dezso Magyar
5857,Adam Gierasch
5858,Emmett Alston
5859,Libor Adam
5860,Hana Hendrychová
5861,Julie Cohen
5862,Betsy West
5863,Horacio Alcalá
5864,Marina Andree Škop
5865,Dražen Žarković
5866,Don McBrearty
5867,Robin Bextor
5868,Jack Beranek
5869,Esteban Diaz Baena
5870,Ramana Madhesh
5871,William Bindley
5872,Sakthi
5873,Jonathan Kaplan
5874,John McTiernan
5875,Jan De Bont
5876,Jan de Bont
5877,Mario Ramos
5878,lionsgate
5879,Vadim Jean
5880,Paul Tickell
5881,Mahadev
5882,Kenneth Branagh
5883,Gurinder Chadha
5884,Mrinal Sen
5885,Richard Donner
5886,Tina Adams
5887,Ate De Jong
5888,David Mirkin
5889,Subrata Sen
5890,Laurence Olivier
5891,Iain Softley
5892,Peter Kondra
5893,Mikael Schallock
5894,Aleksandr Sery
5895,Zach Braff
5896,Eric Parkinson
5897,Matt Reeves
5898,Oley Sassone
5899,Joe Newman
5900,John Rawlins
5901,Marc Abraham
5902,DREA COOPER
5903,ZACKARY CANEPARI
5904,Klaus Menzel
5905,Renny Harlin
5906,DANIEL IMASUEN
5907,Wilhelm Liebenberg
5908,Federico Sanchez
5909,Peter Andrikidis
5910,Alfredo Ureta
5911,John Gordillo
5912,Tony Gilroy
5913,Allan A. Goldstein
5914,Pete Jacelone
5915,Doug McKeon
5916,CAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI ValidCAPI
5917,Rummy Jafry
5918,Mick Jackson
5919,Carl Gottlieb
5920,Charles Martin
5921,Christopher Hampton
5922,George Roy Hill
5923,Tyler Milliron
5924,Ian Olds
5925,Warren Beatty
5926,Mario Caiano
5927,Gregor Nicholas
5928,Charles Martin Smith
5929,Mike Elliott
5930,Le Var Burton
5931,William Crain
5932,Yi'nan Diao
5933,Maritte Lee Go
5934,Gigi Saul Guerrero
5935,Rajdutt
5936,Patrick Kelly
5937,Anjan Das
5938,Charles Grosvenor
5939,Paul Sabella
5940,Toby Bluth
5941,Joe Wright
5942,Dong-hoon Choi
5943,Gary Selvaggio
5944,Stan Lathan
5945,Scott Marshall
5946,A. P. Nagarajan
5947,Gianfranco Parolini
5948,Alec MacLeod
5949,Lisa Gottlieb
5950,Richard Attenborough
5951,Matthias Mayr
5952,Yogesh Deshpande
5953,J. Lee Thompson
5954,Steven Berryessa
5955,Joel David Moore
5956,Rob Meltzer
5957,Joel Schumacher
5958,Steno
5959,Emily Lou
5960,Carlo Mazzacurati
5961,Kenneth Okinkwo Okwy
5962,Stuart Acher
5963,Michael Schoemann
5964,Daniel Stamm
5965,Camillo Mastrocinque
5966,Raffaello Matarazzo
5967,Claudio Noce
5968,James Hunter
5969,Sophia Rivera
5970,Emmanuel Mageme
5971,V. K. Prakash
5972,Dean Hamilton
5973,Kristina Wagenbauer
5974,Vasanth Nagarajan
5975,Katsuhiko Nishijima
5976,Yuuji Moriyama
5977,B.R. Chopra
5978,Alyssa Rallo Bennett
5979,Tyler Walker
5980,Rupert Hitzig
5981,Dara Singh
5982,Ganeshaa
5983,Joshy Thomas Pallickal
5984,Abhilash Reddy
5985,Randy Van Dyke
5986,Mila Aung-Thwin
5987,Van Royko
5988,V. Gowthaman
5989,Claude Guilmain
5990,David Steinmetz
5991,Sekhar Suri
5992,Sergio Corbucci
5993,Barry Sonnenfeld
5994,Hans Albin
5995,John David Coles
5996,Sandra L. Martin
5997,John Geddes
5998,Andrew Mondshein
5999,Damon Jamal
6000,Steve Conway
6001,Cavi Borges
6002,Ulisses Mattos
6003,Daniel F. Holmes
6004,Vallo Toomla
6005,Norman Lear
6006,Reinhold Bilgeri
6007,Ian Toynton
6008,Todd Graff
6009,Brandon Slagle
6010,Luca Boni
6011,Marco Ristori
6012,Thomas J. Wright
6013,Chris Rock
6014,Ari Novak
6015,Avani Dias
6016,Ryan Kwanten
6017,Sara Canning
6018,Mel Gibson
6019,Mirtha Vega
6020,Mauricio Eça
6021,Dan Garcia
6022,Dick Sebast
6023,Rachakonda Vidyasagar
6024,Davis Doi
6025,Jean Beaudin
6026,Marco Risi
6027,Julian Karikalan
6028,Arthur Mulholland
6029,Johnny Bones
6030,Tony Baez Milan
6031,Aaron J. Shelton
6032,Robert Tinnell
6033,Anthony Vingas
6034,Anastasia Pappas
6035,Joseph Vittorie
6036,Chuck Staley
6037,Rowby Goren
6038,Valeri Milev
6039,Michele Placido
6040,Chino Moya
6041,John David Moffat IV
6042,Annabel Jankel
6043,Christian Rousseau
6044,Matthew B.C.
6045,Keith Strausbaugh
6046,Anthony Guidubaldi
6047,Mimi Leder
6048,Joseph Dougherty
6049,Claudio Fäh
6050,Carlos Dunn
6051,Gianni Siragusa
6052,Elle Callahan
6053,B.J. Rayniak
6054,Tony H. Cadwell
6055,Cameron Crowe
6056,David Hayter
6057,Michael Landon
6058,Satish Manwar
6059,Amir Lashkari
6060,Elmo Williams
6061,Robert Hutton
6062,Magnolia
6063,David Nordquist
6064,Mauro John Capece
6065,Mike Costanza
6066,Reinhard Klooss
6067,David Hinds
6068,Jenica Bergere
6069,Daniel Watkins
6070,Ian MacAllister McDonald
6071,Shane Grant
6072,John Riggins
6073,Dale Hildebrand
6074,Francis Megahy
6075,Abhijeet Warang
6076,Ramesh Kadumula
6077,Goran Dukic
6078,Jim Whiteaker
6079,Douglas McGarth
6080,Jordi Llompart
6081,Antoine Bardou-Jacquet
6082,Zeina Durra
6083,Balaraju M
6084,Chukwuma Emma-Ogbangwo
6085,Candy Cain
6086,Kumar Dutt
6087,Will Young
6088,Dean Kamitsis
6089,Michael Whitfield
6090,Alberto Gatto
6091,Tati Vogt
6092,Charles Saunders
6093,Lionello De Felice
6094,Srikanth Nahatha
6095,Paul Verhoeven
6096,Andrew Jarecki
6097,Griffin Loch
6098,Jean-Francois Laguionie
6099,Dan Napoli
6100,Kôji Shima
6101,Jagger Gravning
6102,Ivan Silvestrini
6103,Franco Steffanino
6104,Alanis Obomsawin
6105,Joon-ho Bong
6106,Randal Plunkett
6107,Wanly Florexile
6108,Joe Leone
6109,Kentucker Audley
6110,Santhosh Viswanath
6111,Anne Troake
6112,Mario Parruccini
6113,Robert J. Samuels
6114,James Lew
6115,Kikuo Kawasaki
6116,Corey Lee
6117,Nick Leisure
6118,Michel Poulette
6119,James Kondelik
6120,Jon Kondelik
6121,Michael Thoenes
6122,Andrea Thoenes
6123,Nico Wilcox Cano
6124,Amaremdar
6125,Ballem Venumadhav
6126,Todd Verow
6127,Sunil Reddy
6128,Arun Karnataki
6129,David Moragas
6130,Nick Simon
6131,Roger Spottiswoode
6132,William Boyd
6133,Kevin Phillips
6134,HYBRID LLC
6135,Marc Forster
6136,Nikhil Mahajan
6137,Cody Knotts
6138,Hriday Shetty
6139,Matthew Bourne
6140,Rodrigo Aragão
6141,Emelie Lindblom
6142,Ryan Zaragoza
6143,Eytan Rockaway
6144,Michael D. Ratner
6145,Martin Campbell
6146,Felipe Rodrigo Borba
6147,Chris Conlee
6148,Marcus Lee
6149,Hartbreak Films
6150,Richard Groen
6151,Tommy Frazier
6152,Michael Shelton
6153,Steven Quale
6154,20th Century Fox
6155,Alex Meader
6156,Joseph Giannini
6157,Nick Laughland
6158,Gabriel Mariño
6159,Aaron Seltzer
6160,Nikolai Lebedev
6161,Juan Antonio Chavero Briones
6162,Mathieu Ratthe
6163,Omegia Keeys
6164,Camillo Bazzoni
6165,Eric Laneuville
6166,Anthony Page
6167,John Uche
6168,Terry Winkless
6169,Amanda Sonnenschein
6170,Michael Bloom
6171,Grannell Knox
6172,20th_century_fox
6173,Zorba Grashin
6174,Philip Gunn
6175,Betty Thomas
6176,Patrick McConnell
6177,Ville Jankeri
6178,Mohammed Iansana
6179,Gary Nelson
6180,Sabarinathan Muthupandian
6181,Bharath Kumar Pathipati
6182,Raja Lakkapragada
6183,Gary Winick
6184,Ron Lagomarsino
6185,Rawindra Pulle
6186,Kike Maíllo
6187,Casey Walker
6188,Ty Hodges
6189,Esther Abah
6190,Sonny Atkins
6191,P.H. Bergeron
6192,Brian Hamilton
6193,Matt Purdy
6194,Dan Slater
6195,Alex Zamm
6196,David Gordon Green
6197,Max Coronel
6198,Jim Sharman
6199,Peter Cattaneo
6200,Marleen Gorris
6201,David Dobkin
6202,Michelle Wong
6203,Kishore Tummala
6204,Aaron Setzer
6205,David Frankel
6206,Jonathan Dayton
6207,Valerie Faris
6208,Pepsy Romanoff
6209,Olaf Ittenbach
6210,Vamshi P
6211,Kristi Jacobson
6212,Lori Silverbush
6213,John-Paul Davidson
6214,Stephen Warbeck
6215,Emily Skye
6216,Steve Barker
6217,Alonso Ramirez Ramos
6218,Dave Wasson
6219,John Cherry
6220,Karen Disher
6221,Hamish Hamilton
6222,Kirk R. Thatcher
6223,John Gleim
6224,Leslie Iwerks
6225,McKenna Harris
6226,Patrick Osborne
6227,Chris Buck
6228,Jennifer Lee
6229,Lauren MacMullan
6230,Dan Mazer
6231,Jaume Collet-Serra
6232,John Kahrs
6233,Destin Daniel Cretton
6234,Manjari Makijany
6235,Nathan Greno
6236,Byron Howard
6237,Stevie Wermers-Skelton
6238,Kevin Deters
6239,Roger Allers
6240,David Clair
6241,David Silverman
6242,Dean Wellins
6243,Brian Levant
6244,Robert Vince
6245,Matthew Vaughn
6246,Niki Caro
6247,Daniel Stern
6248,Gary Goldman
6249,Jim Greayer
6250,Ben Crichton
6251,Jeff Gordon
6252,Kirk Thatcher
6253,Dave Hoffman
6254,Cate Shortland
6255,John Hoffman
6256,Janet Tobias
6257,Tim Hill
6258,Walt Becker
6259,Ken Cunningham
6260,Robert Stromberg
6261,Eddie Trigueros
6262,Jason Sterman
6263,Leanne Dare
6264,Josh Boone
6265,P.J. Hogan
6266,Salvador Simó
6267,Jay Hatcher
6268,Katie Bauer Murdock
6269,Louis Gonzales
6270,Rob Marshall
6271,Aphton Corbin
6272,Simon Kinberg
6273,Craig Gillespie
6274,Peter Hedges
6275,Napoleon Dumo
6276,Drew Pearce
6277,Frederik Du Chau
6278,Stefen Fangmeier
6279,Tim Story
6280,Bryan Singer
6281,Chris Columbus
6282,Mark J Davis
6283,Peter Hewitt
6284,Carlos Saldanha
6285,Phil Stebbing
6286,Kurt Mattila
6287,Barry Cook
6288,Neil Nightingale
6289,Andy Seestedt
6290,Thomas Astruc
6291,Sigmund Spath Jr.
6292,Mark Woodward
6293,Sally Aitken
6294,Jacob Cobi Benattia
6295,Pete Berg
6296,James Buchanan
6297,Enrico Casarosa
6298,Gary Rydstrom
6299,Adam Shankman
6300,Don Hall
6301,Carlos López Estrada
6302,Anthony Hemingway
6303,Zach A. Parrish
6304,Aqsa Altaf
6305,Hao Zheng
6306,Ann Marie Pace
6307,Stephanie Abel Horowitz
6308,Jessica Mendez Siqeiros
6309,Moxie Peng
6310,Steve Loter
6311,Brett Ratner
6312,Kevin Nolting
6313,Kentaro Takayanagi
6314,Ken Olin
6315,Doug Shultz
6316,James Orr
6317,Daniel Petrie
6318,Xavier Koller
6319,Jim Wheat
6320,Ken Wheat
6321,Scott Ressler
6322,Ken Annakin
6323,Kelly Asbury
6324,Chris Hamilton
6325,Cristina Costantini
6326,Darren Foster
6327,Jeff Gipson
6328,Dereck Joubert
6329,Beverly Joubert
6330,Lena Khan
6331,Jorge R. Gutiérrez
6332,Andy Fickman
6333,Joe Nussbaum
6334,Natalie Hewit
6335,Harald Pokieser
6336,Steve Purcell
6337,Luc Marescot
6338,Jimmy Hayward
6339,Steve Martino
6340,Brandon Hill
6341,Marc Ostrick
6342,Madeline Sharafian
6343,Pete Docter
6344,Michal Makarewicz
6345,Rich Moore
6346,Phil Johnston
6347,Reginald Hudlin
6348,Sharon Maguire
6349,Lasse Hallström
6350,Joe Johnston
6351,Miguel Arteta
6352,Ashley Avis
6353,Angela Affinita
6354,Klay Hall
6355,Bobs Gannaway
6356,Thierry Fessard
6357,Yohann Thiriet
6358,Peter Yost
6359,Stanley Tong
6360,Trevor Moore
6361,Jon Turteltaub
6362,Dan Abraham
6363,Trent Correy
6364,Ben Finney
6365,Angus MacLane
6366,Justin Baldoni
6367,Renan Ozturk
6368,Leo Riley
6369,Christian Baumeister
6370,Stephen Herek
6371,Jacques Perrin
6372,Jacques Cluzaud
6373,Theodore Melfi
6374,Moritz Katz
6375,Mark Monroe
6376,Fabrice Gardel
6377,Simon Kessler
6378,Josselin Mahot
6379,Jack Hannah
6380,James Bobin
6381,Bill Condon
6382,Martin Johnson
6383,Thea Sharrock
6384,Paul Hoen
6385,Mark Waters
6386,Peyton Reed
6387,Don Hahn
6388,Ben Wallis
6389,Emma Fraser
6390,Jess Tombs
6391,Jeremy Turner
6392,Beyoncé Knowles-Carter
6393,Tim Conrad
6394,Dan Oliver
6395,Brad Bird
6396,Jim Aikman
6397,Sophie Harris
6398,Joachim Rønning
6399,Wilfred Jackson
6400,David Bowers
6401,John Tracy
6402,Mike Thurmeier
6403,Holly Sloan
6404,Ward Kimball
6405,Anthony Russo
6406,Joe Russo
6407,Brian Smith
6408,Ben Allen
6409,Tom Jenner
6410,Jon Favreau
6411,Peggy Holmes
6412,Frank Marshall
6413,Hamilton Luske
6414,Theodore Thomas
6415,Charles Nichols
6416,James Neilson
6417,Gene Kelly
6418,Steven Hunter
6419,Jeffrey Sherman
6420,Gregory Sherman
6421,J.J. Abrams
6422,Andrew Stanton
6423,Oz Scott
6424,David Ellis
6425,Duwayne Dunham
6426,Jack Kinney
6427,James Algar
6428,Ben Sharpsteen
6429,Liliana Olszewski
6430,Elizabeth Leiter
6431,Kimberly Woodard
6432,Ron de Moraes
6433,Jack Speirs
6434,Alastair Fothergill
6435,Jeff Wilson
6436,Keith Scholey
6437,Jack King
6438,Mark Linfield
6439,Wilfred Jaxon
6440,Vanessa Berlowitz
6441,Dan Scanlon
6442,Milt Schaffer
6443,Dick Lundy
6444,Simon Wells
6445,Julie Robinson
6446,Ava DuVernay
6447,Hoyt Yeatman IV
6448,Ryan Coogler
6449,Stuart Strickson
6450,Chris Rutkowski
6451,Sol Choi
6452,Tom McCarthy
6453,Josh Cooley
6454,Kenny Ortega
6455,Frank Coraci
6456,Jim Abrahams
6457,Valerie LaPointe
6458,Monfery Dominique
6459,Bob Peterson
6460,Erica Milsom
6461,Guy Ritchie
6462,John Lasseter
6463,Rob Gibbs
6464,Jeremy Lasky
6465,Wayne Abbott
6466,Jobim Sampson
6467,Crispin Sadler
6468,Larry Lansburgh
6469,Andrew Davis
6470,David Grossman
6471,Ericson Core
6472,Edwin Chang
6473,Taika Waititi
6474,Fritz Mitchell
6475,Chad Cohen
6476,James Gartner
6477,Lee Unkrich
6478,Wolfgang Reitherman
6479,Clyde Geronimi
6480,Jim Kammerud
6481,James Hayman
6482,Michael Gottlieb
6483,Greg Beeman
6484,Ron Clements
6485,John Musker
6486,Tad Stones
6487,Toby Shelton
6488,Alan Zaslove
6489,James Cameron
6490,Rod Daniel
6491,Steve Previn
6492,Louie Schwartzberg
6493,Vincent McEveety
6494,Douglas McCarthy
6495,Simcha Jacobovici
6496,Gary Trousdale
6497,Kirk Wise
6498,Ted Mathot
6499,Burt Gillett
6500,Jack Donohue
6501,David Hand
6502,Brian Pimental
6503,Domee Shi
6504,Bob Kline
6505,Andy Knight
6506,Fisher Stevens
6507,Chris Williams
6508,Jenny Kubo
6509,Rupert Wainwright
6510,Bud Luckey
6511,Mark Andrews
6512,Brenda Chapman
6513,Martin Roe
6514,Aaron Blaise
6515,Robert Walker
6516,Benjamin Gluck
6517,Larry Shaw
6518,Jonathan Prince
6519,Brian Fee
6520,Scott Morse
6521,Wes Craven
6522,Jeff Blyth
6523,Mark Dindal
6524,John Kafka
6525,Frank Nissen
6526,Sara Sugarman
6527,Francine McDougall
6528,Norman Foster
6529,Teddy Newton
6530,Andy Byatt
6531,Ralph Zondag
6532,Eric Leighton
6533,John Schultz
6534,Stuart Gillard
6535,Érik Canuel
6536,Mark Taylor
6537,Hasraf Dulull
6538,Chris Wilson
6539,Lu Chuan
6540,Matthew Aeberhard
6541,Leander Ward
6542,Kenneth Johnson
6543,Maurice Joyce
6544,Bob Hathcock
6545,Ronnie Del Carmen
6546,Geoff Luck
6547,Peter Tewksbury
6548,Edith Becker
6549,Kevin Burns
6550,John Hough
6551,Mark Davis
6552,Samuel Armstrong
6553,Bill Roberts
6554,Pixote Hunt
6555,Hendel Butoy
6556,Eric Goldberg
6557,Dick Rickard
6558,Bobby Rubio
6559,Les Mayfield
6560,Ralph Eggleston
6561,Elizabeth Vasarhelyi
6562,Jimmy Chin
6563,Daisy Mayer
6564,W. Roberts
6565,Mick Garris
6566,Jeffrey Hornaday
6567,Jan Pinkava
6568,Ken Corben
6569,Arlene Sanford
6570,Ramon Menendez
6571,C. Nichols
6572,Don Chaffey
6573,Bruce Hendricks
6574,Steven Brill
6575,Will Finn
6576,John Sanford
6577,Dean Cundey
6578,Neal Israel
6579,Ricardo Curtis
6580,Leo Matsuda
6581,David Kellogg
6582,Pete McBride
6583,Neil Gelinas
6584,Charles Haid
6585,Francis Coppola
6586,Henry Selick
6587,Brett Morgen
6588,Eric Bross
6589,Steve Boyum
6590,Paul Glaser
6591,Adam Stein
6592,Zach Lipovsky
6593,Rosana Sullivan
6594,Elliot Bour
6595,Charlie Bean
6596,James Murphy
6597,Michael Hegner
6598,Patricia Riggen
6599,Roberts Gannaway
6600,Tony Craig
6601,James Lapine
6602,Steven Tsuchida
6603,Christopher Sanders
6604,Dean DeBlois
6605,Tony Leondis
6606,Michael LaBash
6607,Dave Mullins
6608,Julia Reagan
6609,Alfred Gimeno
6610,Joss Whedon
6611,Anna Boden
6612,Ryan Fleck
6613,Scott Derrickson
6614,James Gunn
6615,Shane Black
6616,Alan Taylor
6617,Stephen Anderson
6618,Donovan Cook
6619,Riley Thomson
6620,Burny Mattinson
6621,Bradley Raymond
6622,Jun Falkenstein
6623,Bill Speers
6624,Walt Disney
6625,Matthew O'Callaghan
6626,Ron Underwood
6627,Roger Gould
6628,Lev Spiro
6629,Gavin O'Connor
6630,Ken Cameron
6631,Daniel Smith
6632,Stephen Boyum
6633,Darrell Rooney
6634,Lynne Southerland
6635,Brian Henson
6636,Donald Petrie
6637,Jeff Calhoun
6638,Brett Sullivan
6639,Marc Lawrence
6640,George Scribner
6641,Kathleen Marshall
6642,Phillip Borsos
6643,Andrew Jimenez
6644,Sidney Beaumont
6645,Michael Bonfiglio
6646,Peter Sohn
6647,Kelsey Mann
6648,N. Paul Kenworthy
6649,Ralph Wright
6650,David Lowery
6651,Robin Budd
6652,Dan Povenmire
6653,Robert Hughes
6654,Sue Perrotto
6655,Francis Glebas
6656,Alan Barillaro
6657,Gore Verbinski
6658,Mike Gabriel
6659,Tom Ellery
6660,Karl Geurs
6661,Doug Sweetland
6662,Allison Liddi-Brown
6663,Kristen Lester
6664,Mira Nair
6665,Howy Parkins
6666,Chuck Sheetz
6667,Walter Murch
6668,John Murlowski
6669,Joyce Chopra
6670,Gareth Edwards
6671,George Butler
6672,Euzhan Palcy
6673,Jon Long
6674,Ham Luske
6675,Sanjay Patel
6676,Robert Nixon
6677,Randall Wallace
6678,Bob Strange
6679,Michael Lembeck
6680,Nils Gaup
6681,Emile Ardolino
6682,Brian Larsen
6683,George Lucas
6684,Michael Grossman
6685,Ub Iwerks
6686,Savage Holland
6687,Ed Abroms
6688,Edward Ludwig
6689,Jeremiah Chechik
6690,Tom Caulfield
6691,Stephen Sandoval
6692,Timothy Björklund
6693,Bob Spiers
6694,Alvy Smith
6695,Bernard McEveety
6696,Ted Berman
6697,Saschka Unseld
6698,Alan Shapiro
6699,Andrew Adamson
6700,Kevin Hooks
6701,Robert Butler
6702,Peter Hastings
6703,Brad Bestelink
6704,Art Stevens
6705,Fletcher Markle
6706,Steve Trenbirth
6707,Nick Marck
6708,Riley Thomas
6709,Duncan Singh
6710,John Lounsbery
6711,Nancy Meyers
6712,Alfred Werker
6713,朱家欣
6714,钟智行
6715,Lewis Foster
6716,Robert Wise
6717,Norman Ferguson
6718,Jack Cutting
6719,Steve Williams
6720,Victor Gonzalez
6721,Dave Hand
6722,Leonard Nimoy
6723,Thomas Grane
6724,Mark Walsh
